,STATION,NAME,DATE,Precipitation (inches),Snowfall (inches),Snow Depth (inches),Avg Hourly Temp (Fahrenheit),Highest Hourly Temp (Fahrenheit),Lowest Hourly Temp (Fahrenheit),Temperature at Observation (Fahrenheit),Year,Month,Day,Month & Day,Year & Month
15261,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-13,0.0,0.0,0.0,,43.0,38.0,,1981,12,13,12-13,1981-12
15262,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-14,0.0,0.0,0.0,,39.0,29.0,,1981,12,14,12-14,1981-12
15263,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-15,0.0,0.0,0.0,,33.0,29.0,,1981,12,15,12-15,1981-12
15264,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-16,0.0,3.0,0.0,,30.0,15.0,,1981,12,16,12-16,1981-12
15265,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-17,0.0,0.0,3.0,,15.0,1.0,,1981,12,17,12-17,1981-12
15266,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-18,0.0,0.0,2.0,,13.0,-4.0,,1981,12,18,12-18,1981-12
15267,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-19,0.0,0.0,2.0,,18.0,-4.0,,1981,12,19,12-19,1981-12
15268,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-20,0.0,0.0,2.0,,37.0,8.0,,1981,12,20,12-20,1981-12
15269,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-21,0.0,0.0,1.0,,37.0,35.0,,1981,12,21,12-21,1981-12
15270,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-22,0.21,1.6,0.0,,38.0,29.0,,1981,12,22,12-22,1981-12
15271,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-23,0.0,0.0,2.0,,38.0,19.0,,1981,12,23,12-23,1981-12
15272,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-24,0.0,0.0,1.0,,42.0,21.0,,1981,12,24,12-24,1981-12
15273,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-25,0.0,0.0,0.0,,42.0,25.0,,1981,12,25,12-25,1981-12
15274,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-26,0.0,0.0,0.0,,41.0,27.0,,1981,12,26,12-26,1981-12
15275,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-27,0.0,0.0,0.0,,35.0,18.0,,1981,12,27,12-27,1981-12
15276,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-28,0.03,0.7,1.0,,34.0,15.0,,1981,12,28,12-28,1981-12
15277,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-29,0.0,0.0,0.0,,40.0,12.0,,1981,12,29,12-29,1981-12
15278,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-30,0.0,0.0,0.0,,50.0,27.0,,1981,12,30,12-30,1981-12
15279,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1981-12-31,0.0,0.0,0.0,,43.0,17.0,,1981,12,31,12-31,1981-12
15280,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-01,0.0,0.0,0.0,,31.0,14.0,,1982,1,1,01-01,1982-01
15281,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-02,0.04,0.0,0.0,,43.0,29.0,,1982,1,2,01-02,1982-01
15282,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-03,0.33,7.8,0.0,,29.0,18.0,,1982,1,3,01-03,1982-01
15283,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-04,0.25,2.5,11.0,,27.0,13.0,,1982,1,4,01-04,1982-01
15284,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-05,0.0,0.0,9.0,,46.0,22.0,,1982,1,5,01-05,1982-01
15285,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-06,0.0,0.0,7.0,,22.0,9.0,,1982,1,6,01-06,1982-01
15286,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-07,0.0,0.0,5.0,,16.0,5.0,,1982,1,7,01-07,1982-01
15287,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-08,0.0,0.0,4.0,,40.0,14.0,,1982,1,8,01-08,1982-01
15288,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-09,0.0,0.0,4.0,,25.0,2.0,,1982,1,9,01-09,1982-01
15289,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-10,0.0,0.0,4.0,,2.0,-14.0,,1982,1,10,01-10,1982-01
15290,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-11,0.0,0.0,4.0,,15.0,-4.0,,1982,1,11,01-11,1982-01
15291,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-12,0.0,0.0,3.0,,20.0,12.0,,1982,1,12,01-12,1982-01
15292,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-13,0.0,0.0,2.0,,12.0,0.0,,1982,1,13,01-13,1982-01
15293,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-14,0.0,0.0,2.0,,30.0,6.0,,1982,1,14,01-14,1982-01
15294,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-15,0.0,0.3,2.0,,40.0,9.0,,1982,1,15,01-15,1982-01
15295,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-16,0.0,0.0,1.0,,9.0,-20.0,,1982,1,16,01-16,1982-01
15296,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-17,0.0,0.0,1.0,,27.0,1.0,,1982,1,17,01-17,1982-01
15297,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-18,0.0,0.0,1.0,,38.0,21.0,,1982,1,18,01-18,1982-01
15298,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-19,0.0,0.0,1.0,,42.0,20.0,,1982,1,19,01-19,1982-01
15299,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-20,0.08,0.0,0.0,,35.0,29.0,,1982,1,20,01-20,1982-01
15300,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-21,0.0,0.0,0.0,,32.0,26.0,,1982,1,21,01-21,1982-01
15301,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-22,0.19,0.0,0.0,,51.0,16.0,,1982,1,22,01-22,1982-01
15302,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-23,0.0,0.0,0.0,,21.0,9.0,,1982,1,23,01-23,1982-01
15303,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-24,0.0,0.0,0.0,,31.0,12.0,,1982,1,24,01-24,1982-01
15304,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-25,0.0,0.0,0.0,,33.0,14.0,,1982,1,25,01-25,1982-01
15305,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-26,0.0,0.0,0.0,,44.0,12.0,,1982,1,26,01-26,1982-01
15306,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-27,0.0,0.0,0.0,,56.0,38.0,,1982,1,27,01-27,1982-01
15307,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-28,0.0,0.0,0.0,,43.0,31.0,,1982,1,28,01-28,1982-01
15308,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-29,2.27,0.0,0.0,,43.0,36.0,,1982,1,29,01-29,1982-01
15309,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-30,0.01,0.0,0.0,,36.0,23.0,,1982,1,30,01-30,1982-01
15310,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-01-31,0.0,0.0,0.0,,25.0,13.0,,1982,1,31,01-31,1982-01
15311,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-01,0.0,0.0,0.0,,38.0,17.0,,1982,2,1,02-01,1982-02
15312,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-02,0.0,0.0,0.0,,33.0,23.0,,1982,2,2,02-02,1982-02
15313,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-03,0.0,0.0,0.0,,25.0,4.0,,1982,2,3,02-03,1982-02
15314,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-04,0.04,2.0,0.0,,12.0,-1.0,,1982,2,4,02-04,1982-02
15315,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-05,0.06,4.0,6.0,,10.0,-2.0,,1982,2,5,02-05,1982-02
15316,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-06,0.0,0.0,6.0,,22.0,-12.0,,1982,2,6,02-06,1982-02
15317,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-07,0.0,0.0,6.0,,36.0,10.0,,1982,2,7,02-07,1982-02
15318,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-08,0.04,4.0,5.0,,24.0,10.0,,1982,2,8,02-08,1982-02
15319,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-09,0.0,0.0,9.0,,16.0,5.0,,1982,2,9,02-09,1982-02
15320,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-10,0.0,0.0,9.0,,24.0,3.0,,1982,2,10,02-10,1982-02
15321,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-11,0.08,2.0,8.0,,34.0,4.0,,1982,2,11,02-11,1982-02
15322,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-12,0.11,2.0,10.0,,32.0,25.0,,1982,2,12,02-12,1982-02
15323,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-13,0.0,0.0,6.0,,38.0,19.0,,1982,2,13,02-13,1982-02
15324,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-14,0.0,0.0,4.0,,46.0,33.0,,1982,2,14,02-14,1982-02
15325,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-15,0.0,0.0,2.0,,49.0,42.0,,1982,2,15,02-15,1982-02
15326,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-16,0.0,0.0,0.0,,44.0,39.0,,1982,2,16,02-16,1982-02
15327,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-17,0.09,0.0,0.0,,41.0,35.0,,1982,2,17,02-17,1982-02
15328,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-18,0.2,0.0,0.0,,45.0,33.0,,1982,2,18,02-18,1982-02
15329,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-19,0.0,0.0,0.0,,66.0,30.0,,1982,2,19,02-19,1982-02
15330,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-20,0.0,0.0,0.0,,65.0,38.0,,1982,2,20,02-20,1982-02
15331,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-21,0.0,0.0,0.0,,69.0,32.0,,1982,2,21,02-21,1982-02
15332,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-22,0.0,0.0,0.0,,75.0,35.0,,1982,2,22,02-22,1982-02
15333,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-23,0.0,0.0,0.0,,59.0,38.0,,1982,2,23,02-23,1982-02
15334,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-24,0.0,0.0,0.0,,48.0,32.0,,1982,2,24,02-24,1982-02
15335,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-25,0.0,0.0,0.0,,37.0,27.0,,1982,2,25,02-25,1982-02
15336,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-26,0.0,0.0,0.0,,39.0,25.0,,1982,2,26,02-26,1982-02
15337,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-27,0.0,0.0,0.0,,51.0,25.0,,1982,2,27,02-27,1982-02
15338,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-02-28,0.0,0.0,0.0,,60.0,31.0,,1982,2,28,02-28,1982-02
15339,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-01,0.0,0.0,0.0,,68.0,31.0,,1982,3,1,03-01,1982-03
15340,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-02,0.0,0.0,0.0,,61.0,37.0,,1982,3,2,03-02,1982-03
15341,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-03,0.08,0.0,0.0,,37.0,30.0,,1982,3,3,03-03,1982-03
15342,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-04,0.01,0.0,0.0,,32.0,25.0,,1982,3,4,03-04,1982-03
15343,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-05,0.0,0.0,0.0,,30.0,21.0,,1982,3,5,03-05,1982-03
15344,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-06,0.0,0.0,0.0,,41.0,15.0,,1982,3,6,03-06,1982-03
15345,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-07,0.0,0.0,0.0,,33.0,17.0,,1982,3,7,03-07,1982-03
15346,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-08,0.0,0.0,0.0,,49.0,24.0,,1982,3,8,03-08,1982-03
15347,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-09,0.0,0.0,0.0,,44.0,18.0,,1982,3,9,03-09,1982-03
15348,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-10,0.0,0.0,0.0,,75.0,27.0,,1982,3,10,03-10,1982-03
15349,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-11,0.0,0.0,0.0,,57.0,39.0,,1982,3,11,03-11,1982-03
15350,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-12,0.09,0.0,0.0,,76.0,42.0,,1982,3,12,03-12,1982-03
15351,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-13,0.0,0.0,0.0,,63.0,33.0,,1982,3,13,03-13,1982-03
15352,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-14,0.6,0.0,0.0,,50.0,44.0,,1982,3,14,03-14,1982-03
15353,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-15,0.36,0.0,0.0,,69.0,42.0,,1982,3,15,03-15,1982-03
15354,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-16,0.0,0.0,0.0,,72.0,49.0,,1982,3,16,03-16,1982-03
15355,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-17,0.0,0.0,0.0,,76.0,45.0,,1982,3,17,03-17,1982-03
15356,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-18,0.0,0.0,0.0,,57.0,45.0,,1982,3,18,03-18,1982-03
15357,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-19,0.0,0.0,0.0,,82.0,49.0,,1982,3,19,03-19,1982-03
15358,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-20,0.0,0.0,0.0,,62.0,41.0,,1982,3,20,03-20,1982-03
15359,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-21,0.0,0.0,0.0,,46.0,31.0,,1982,3,21,03-21,1982-03
15360,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-22,0.0,0.0,0.0,,54.0,34.0,,1982,3,22,03-22,1982-03
15361,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-23,0.0,0.0,0.0,,62.0,38.0,,1982,3,23,03-23,1982-03
15362,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-24,0.09,0.0,0.0,,60.0,33.0,,1982,3,24,03-24,1982-03
15363,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-25,0.07,0.0,0.0,,49.0,35.0,,1982,3,25,03-25,1982-03
15364,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-26,0.0,0.0,0.0,,50.0,25.0,,1982,3,26,03-26,1982-03
15365,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-27,0.0,0.0,0.0,,49.0,34.0,,1982,3,27,03-27,1982-03
15366,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-28,0.0,0.0,0.0,,56.0,34.0,,1982,3,28,03-28,1982-03
15367,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-29,0.05,0.0,0.0,,65.0,40.0,,1982,3,29,03-29,1982-03
15368,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-30,0.9,0.0,0.0,,69.0,54.0,,1982,3,30,03-30,1982-03
15369,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-03-31,0.0,0.0,0.0,,66.0,47.0,,1982,3,31,03-31,1982-03
15370,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-01,0.0,0.0,0.0,,78.0,41.0,,1982,4,1,04-01,1982-04
15371,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-02,0.31,0.0,0.0,,77.0,37.0,,1982,4,2,04-02,1982-04
15372,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-03,0.0,0.0,0.0,,58.0,33.0,,1982,4,3,04-03,1982-04
15373,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-04,0.0,0.0,0.0,,51.0,34.0,,1982,4,4,04-04,1982-04
15374,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-05,0.19,0.0,0.0,,43.0,29.0,,1982,4,5,04-05,1982-04
15375,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-06,0.0,0.0,0.0,,42.0,23.0,,1982,4,6,04-06,1982-04
15376,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-07,0.07,0.0,0.0,,41.0,34.0,,1982,4,7,04-07,1982-04
15377,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-08,0.06,0.0,0.0,,42.0,33.0,,1982,4,8,04-08,1982-04
15378,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-09,0.0,0.0,0.0,,51.0,29.0,,1982,4,9,04-09,1982-04
15379,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-10,0.0,0.0,0.0,,59.0,40.0,,1982,4,10,04-10,1982-04
15380,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-11,0.0,0.0,0.0,,73.0,42.0,,1982,4,11,04-11,1982-04
15381,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-12,0.0,0.0,0.0,,82.0,54.0,,1982,4,12,04-12,1982-04
15382,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-13,0.0,0.0,0.0,,72.0,53.0,,1982,4,13,04-13,1982-04
15383,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-14,0.0,0.0,0.0,,80.0,51.0,,1982,4,14,04-14,1982-04
15384,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-15,0.01,0.0,0.0,,80.0,63.0,,1982,4,15,04-15,1982-04
15385,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-16,0.0,0.0,0.0,,84.0,52.0,,1982,4,16,04-16,1982-04
15386,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-17,0.0,0.0,0.0,,64.0,43.0,,1982,4,17,04-17,1982-04
15387,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-18,0.0,0.0,0.0,,69.0,42.0,,1982,4,18,04-18,1982-04
15388,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-19,0.1,0.0,0.0,,62.0,49.0,,1982,4,19,04-19,1982-04
15389,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-20,0.0,0.0,0.0,,55.0,40.0,,1982,4,20,04-20,1982-04
15390,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-21,0.0,0.0,0.0,,60.0,30.0,,1982,4,21,04-21,1982-04
15391,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-22,0.0,0.0,0.0,,62.0,46.0,,1982,4,22,04-22,1982-04
15392,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-23,0.0,0.0,0.0,,70.0,38.0,,1982,4,23,04-23,1982-04
15393,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-24,0.01,0.0,0.0,,70.0,51.0,,1982,4,24,04-24,1982-04
15394,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-25,0.11,0.0,0.0,,59.0,51.0,,1982,4,25,04-25,1982-04
15395,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-26,0.0,0.0,0.0,,71.0,52.0,,1982,4,26,04-26,1982-04
15396,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-27,0.11,0.0,0.0,,66.0,47.0,,1982,4,27,04-27,1982-04
15397,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-28,1.07,0.0,0.0,,53.0,47.0,,1982,4,28,04-28,1982-04
15398,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-29,0.0,0.0,0.0,,59.0,47.0,,1982,4,29,04-29,1982-04
15399,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-04-30,0.0,0.0,0.0,,67.0,46.0,,1982,4,30,04-30,1982-04
15400,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-01,0.0,0.0,0.0,,68.0,48.0,,1982,5,1,05-01,1982-05
15401,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-02,0.0,0.0,0.0,,75.0,47.0,,1982,5,2,05-02,1982-05
15402,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-03,0.0,0.0,0.0,,78.0,55.0,,1982,5,3,05-03,1982-05
15403,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-04,0.0,0.0,0.0,,84.0,65.0,,1982,5,4,05-04,1982-05
15404,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-05,0.42,0.0,0.0,,81.0,53.0,,1982,5,5,05-05,1982-05
15405,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-06,0.26,0.0,0.0,,55.0,46.0,,1982,5,6,05-06,1982-05
15406,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-07,0.0,0.0,0.0,,73.0,40.0,,1982,5,7,05-07,1982-05
15407,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-08,0.0,0.0,0.0,,78.0,58.0,,1982,5,8,05-08,1982-05
15408,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-09,0.0,0.0,0.0,,81.0,60.0,,1982,5,9,05-09,1982-05
15409,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-10,0.0,0.0,0.0,,78.0,63.0,,1982,5,10,05-10,1982-05
15410,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-11,0.4,0.0,0.0,,75.0,65.0,,1982,5,11,05-11,1982-05
15411,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-12,0.4,0.0,0.0,,72.0,61.0,,1982,5,12,05-12,1982-05
15412,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-13,0.21,0.0,0.0,,71.0,64.0,,1982,5,13,05-13,1982-05
15413,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-14,1.29,0.0,0.0,,75.0,61.0,,1982,5,14,05-14,1982-05
15414,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-15,0.36,0.0,0.0,,78.0,58.0,,1982,5,15,05-15,1982-05
15415,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-16,0.52,0.0,0.0,,78.0,63.0,,1982,5,16,05-16,1982-05
15416,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-17,0.16,0.0,0.0,,75.0,62.0,,1982,5,17,05-17,1982-05
15417,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-18,0.0,0.0,0.0,,80.0,60.0,,1982,5,18,05-18,1982-05
15418,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-19,0.0,0.0,0.0,,79.0,64.0,,1982,5,19,05-19,1982-05
15419,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-20,0.29,0.0,0.0,,83.0,61.0,,1982,5,20,05-20,1982-05
15420,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-21,0.0,0.0,0.0,,74.0,59.0,,1982,5,21,05-21,1982-05
15421,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-22,0.0,0.0,0.0,,67.0,54.0,,1982,5,22,05-22,1982-05
15422,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-23,0.0,0.0,0.0,,75.0,58.0,,1982,5,23,05-23,1982-05
15423,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-24,0.02,0.0,0.0,,71.0,60.0,,1982,5,24,05-24,1982-05
15424,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-25,0.69,0.0,0.0,,73.0,64.0,,1982,5,25,05-25,1982-05
15425,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-26,0.0,0.0,0.0,,72.0,59.0,,1982,5,26,05-26,1982-05
15426,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-27,0.0,0.0,0.0,,80.0,54.0,,1982,5,27,05-27,1982-05
15427,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-28,0.01,0.0,0.0,,82.0,65.0,,1982,5,28,05-28,1982-05
15428,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-05-29,0.69,0.0,0.0,,82.0,64.0,,1982,5,29,05-29,1982-05
