,STATION,NAME,DATE,Precipitation (inches),Snowfall (inches),Snow Depth (inches),Avg Hourly Temp (Fahrenheit),Highest Hourly Temp (Fahrenheit),Lowest Hourly Temp (Fahrenheit),Temperature at Observation (Fahrenheit),Year,Month,Day,Month & Day,Year & Month
6599,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-01-26,0.0,0.0,0.0,,42.0,33.0,,1952,1,26,01-26,1952-01
6600,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-01-27,0.0,0.0,0.0,,42.0,24.0,,1952,1,27,01-27,1952-01
6601,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-01-28,0.0,0.0,0.0,,29.0,12.0,,1952,1,28,01-28,1952-01
6602,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-01-29,0.0,0.0,0.0,,29.0,6.0,,1952,1,29,01-29,1952-01
6603,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-01-30,0.0,0.0,0.0,,49.0,19.0,,1952,1,30,01-30,1952-01
6604,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-01-31,0.0,0.0,0.0,,59.0,34.0,,1952,1,31,01-31,1952-01
6605,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-01,0.0,0.0,0.0,,55.0,33.0,,1952,2,1,02-01,1952-02
6606,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-02,0.01,0.0,0.0,,53.0,27.0,,1952,2,2,02-02,1952-02
6607,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-03,0.35,0.0,0.0,,45.0,34.0,,1952,2,3,02-03,1952-02
6608,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-04,0.0,0.0,0.0,,48.0,31.0,,1952,2,4,02-04,1952-02
6609,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-05,0.02,0.0,0.0,,49.0,29.0,,1952,2,5,02-05,1952-02
6610,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-06,0.0,0.0,0.0,,44.0,26.0,,1952,2,6,02-06,1952-02
6611,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-07,0.0,0.0,0.0,,60.0,28.0,,1952,2,7,02-07,1952-02
6612,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-08,0.0,0.0,0.0,,54.0,31.0,,1952,2,8,02-08,1952-02
6613,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-09,0.0,0.0,0.0,,60.0,28.0,,1952,2,9,02-09,1952-02
6614,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-10,0.0,0.0,0.0,,62.0,42.0,,1952,2,10,02-10,1952-02
6615,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-11,0.0,0.0,0.0,,61.0,29.0,,1952,2,11,02-11,1952-02
6616,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-12,0.47,0.0,0.0,,55.0,44.0,,1952,2,12,02-12,1952-02
6617,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-13,0.02,0.0,0.0,,45.0,40.0,,1952,2,13,02-13,1952-02
6618,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-14,0.08,0.0,0.0,,40.0,29.0,,1952,2,14,02-14,1952-02
6619,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-15,0.0,0.0,0.0,,31.0,26.0,,1952,2,15,02-15,1952-02
6620,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-16,0.0,0.0,0.0,,43.0,26.0,,1952,2,16,02-16,1952-02
6621,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-17,0.0,0.0,0.0,,49.0,25.0,,1952,2,17,02-17,1952-02
6622,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-18,0.0,0.0,0.0,,61.0,33.0,,1952,2,18,02-18,1952-02
6623,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-19,0.0,0.0,0.0,,56.0,32.0,,1952,2,19,02-19,1952-02
6624,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-20,0.0,0.0,0.0,,39.0,24.0,,1952,2,20,02-20,1952-02
6625,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-21,0.0,0.0,0.0,,37.0,18.0,,1952,2,21,02-21,1952-02
6626,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-22,0.19,1.8,0.0,,35.0,29.0,,1952,2,22,02-22,1952-02
6627,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-23,0.0,0.0,0.0,,38.0,32.0,,1952,2,23,02-23,1952-02
6628,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-24,0.0,0.0,0.0,,37.0,30.0,,1952,2,24,02-24,1952-02
6629,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-25,0.0,0.0,0.0,,40.0,24.0,,1952,2,25,02-25,1952-02
6630,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-26,0.0,0.0,0.0,,57.0,29.0,,1952,2,26,02-26,1952-02
6631,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-27,0.0,0.0,0.0,,66.0,35.0,,1952,2,27,02-27,1952-02
6632,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-28,0.0,0.0,0.0,,48.0,34.0,,1952,2,28,02-28,1952-02
6633,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-02-29,0.02,0.0,0.0,,38.0,30.0,,1952,2,29,02-29,1952-02
6634,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-01,0.2,0.4,0.0,,42.0,24.0,,1952,3,1,03-01,1952-03
6635,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-02,0.56,2.1,1.0,,37.0,33.0,,1952,3,2,03-02,1952-03
6636,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-03,1.03,6.2,5.0,,35.0,21.0,,1952,3,3,03-03,1952-03
6637,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-04,0.05,0.4,7.0,,22.0,7.0,,1952,3,4,03-04,1952-03
6638,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-05,0.0,0.0,7.0,,25.0,8.0,,1952,3,5,03-05,1952-03
6639,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-06,0.0,0.0,6.0,,33.0,20.0,,1952,3,6,03-06,1952-03
6640,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-07,0.0,0.0,2.0,,41.0,28.0,,1952,3,7,03-07,1952-03
6641,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-08,0.11,0.0,0.0,,48.0,30.0,,1952,3,8,03-08,1952-03
6642,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-09,0.6,0.0,0.0,,59.0,34.0,,1952,3,9,03-09,1952-03
6643,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-10,0.16,0.0,0.0,,43.0,35.0,,1952,3,10,03-10,1952-03
6644,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-11,0.0,0.0,0.0,,51.0,29.0,,1952,3,11,03-11,1952-03
6645,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-12,0.0,0.0,0.0,,62.0,38.0,,1952,3,12,03-12,1952-03
6646,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-13,0.0,0.0,0.0,,42.0,36.0,,1952,3,13,03-13,1952-03
6647,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-14,0.06,0.6,0.0,,36.0,32.0,,1952,3,14,03-14,1952-03
6648,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-15,0.0,0.0,0.0,,39.0,29.0,,1952,3,15,03-15,1952-03
6649,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-16,0.0,0.0,0.0,,51.0,29.0,,1952,3,16,03-16,1952-03
6650,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-17,0.2,0.0,0.0,,56.0,37.0,,1952,3,17,03-17,1952-03
6651,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-18,0.34,0.0,0.0,,53.0,38.0,,1952,3,18,03-18,1952-03
6652,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-19,0.0,0.0,0.0,,60.0,34.0,,1952,3,19,03-19,1952-03
6653,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-20,0.0,0.0,0.0,,64.0,38.0,,1952,3,20,03-20,1952-03
6654,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-21,0.73,1.4,1.0,,38.0,32.0,,1952,3,21,03-21,1952-03
6655,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-22,0.01,0.0,0.0,,35.0,21.0,,1952,3,22,03-22,1952-03
6656,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-23,0.0,0.0,0.0,,34.0,19.0,,1952,3,23,03-23,1952-03
6657,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-24,0.0,0.0,0.0,,52.0,28.0,,1952,3,24,03-24,1952-03
6658,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-25,0.0,0.0,0.0,,44.0,27.0,,1952,3,25,03-25,1952-03
6659,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-26,0.0,0.0,0.0,,48.0,33.0,,1952,3,26,03-26,1952-03
6660,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-27,0.0,0.0,0.0,,55.0,32.0,,1952,3,27,03-27,1952-03
6661,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-28,0.0,0.0,0.0,,68.0,41.0,,1952,3,28,03-28,1952-03
6662,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-29,0.0,0.0,0.0,,73.0,41.0,,1952,3,29,03-29,1952-03
6663,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-30,0.0,0.0,0.0,,72.0,57.0,,1952,3,30,03-30,1952-03
6664,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-03-31,0.0,0.0,0.0,,77.0,48.0,,1952,3,31,03-31,1952-03
6665,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-01,0.0,0.0,0.0,,64.0,43.0,,1952,4,1,04-01,1952-04
6666,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-02,0.0,0.0,0.0,,60.0,37.0,,1952,4,2,04-02,1952-04
6667,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-03,1.14,0.0,0.0,,48.0,40.0,,1952,4,3,04-03,1952-04
6668,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-04,0.09,0.0,0.0,,44.0,37.0,,1952,4,4,04-04,1952-04
6669,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-05,0.0,0.0,0.0,,41.0,35.0,,1952,4,5,04-05,1952-04
6670,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-06,0.0,0.0,0.0,,55.0,33.0,,1952,4,6,04-06,1952-04
6671,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-07,0.0,0.0,0.0,,73.0,39.0,,1952,4,7,04-07,1952-04
6672,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-08,0.0,0.0,0.0,,81.0,54.0,,1952,4,8,04-08,1952-04
6673,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-09,0.39,0.0,0.0,,57.0,32.0,,1952,4,9,04-09,1952-04
6674,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-10,0.0,0.0,0.0,,47.0,27.0,,1952,4,10,04-10,1952-04
6675,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-11,0.08,0.0,0.0,,52.0,36.0,,1952,4,11,04-11,1952-04
6676,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-12,0.65,0.0,0.0,,43.0,35.0,,1952,4,12,04-12,1952-04
6677,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-13,0.03,0.0,0.0,,42.0,35.0,,1952,4,13,04-13,1952-04
6678,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-14,0.0,0.0,0.0,,58.0,38.0,,1952,4,14,04-14,1952-04
6679,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-15,0.0,0.0,0.0,,65.0,35.0,,1952,4,15,04-15,1952-04
6680,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-16,0.0,0.0,0.0,,68.0,38.0,,1952,4,16,04-16,1952-04
6681,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-17,0.0,0.0,0.0,,74.0,48.0,,1952,4,17,04-17,1952-04
6682,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-18,0.01,0.0,0.0,,72.0,53.0,,1952,4,18,04-18,1952-04
6683,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-19,0.0,0.0,0.0,,74.0,54.0,,1952,4,19,04-19,1952-04
6684,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-20,0.14,0.0,0.0,,70.0,59.0,,1952,4,20,04-20,1952-04
6685,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-21,0.85,0.0,0.0,,77.0,57.0,,1952,4,21,04-21,1952-04
6686,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-22,0.44,0.0,0.0,,72.0,59.0,,1952,4,22,04-22,1952-04
6687,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-23,0.19,0.0,0.0,,59.0,47.0,,1952,4,23,04-23,1952-04
6688,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-24,0.0,0.0,0.0,,63.0,44.0,,1952,4,24,04-24,1952-04
6689,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-25,0.0,0.0,0.0,,70.0,45.0,,1952,4,25,04-25,1952-04
6690,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-26,0.0,0.0,0.0,,76.0,48.0,,1952,4,26,04-26,1952-04
6691,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-27,0.0,0.0,0.0,,81.0,52.0,,1952,4,27,04-27,1952-04
6692,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-28,0.0,0.0,0.0,,85.0,53.0,,1952,4,28,04-28,1952-04
6693,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-29,0.0,0.0,0.0,,87.0,55.0,,1952,4,29,04-29,1952-04
6694,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-04-30,0.25,0.0,0.0,,85.0,62.0,,1952,4,30,04-30,1952-04
6695,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-01,0.0,0.0,0.0,,85.0,61.0,,1952,5,1,05-01,1952-05
6696,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-02,0.0,0.0,0.0,,90.0,63.0,,1952,5,2,05-02,1952-05
6697,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-03,0.0,0.0,0.0,,89.0,64.0,,1952,5,3,05-03,1952-05
6698,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-04,0.0,0.0,0.0,,92.0,67.0,,1952,5,4,05-04,1952-05
6699,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-05,0.0,0.0,0.0,,96.0,64.0,,1952,5,5,05-05,1952-05
6700,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-06,0.01,0.0,0.0,,78.0,60.0,,1952,5,6,05-06,1952-05
6701,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-07,0.08,0.0,0.0,,84.0,63.0,,1952,5,7,05-07,1952-05
6702,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-08,1.01,0.0,0.0,,63.0,53.0,,1952,5,8,05-08,1952-05
6703,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-09,0.03,0.0,0.0,,58.0,53.0,,1952,5,9,05-09,1952-05
6704,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-10,0.0,0.0,0.0,,59.0,43.0,,1952,5,10,05-10,1952-05
6705,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-11,0.0,0.0,0.0,,63.0,40.0,,1952,5,11,05-11,1952-05
6706,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-12,0.0,0.0,0.0,,68.0,44.0,,1952,5,12,05-12,1952-05
6707,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-13,0.0,0.0,0.0,,76.0,47.0,,1952,5,13,05-13,1952-05
6708,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-14,0.01,0.0,0.0,,87.0,61.0,,1952,5,14,05-14,1952-05
6709,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-15,0.0,0.0,0.0,,77.0,59.0,,1952,5,15,05-15,1952-05
6710,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-16,0.11,0.0,0.0,,65.0,51.0,,1952,5,16,05-16,1952-05
6711,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-17,0.91,0.0,0.0,,61.0,48.0,,1952,5,17,05-17,1952-05
6712,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-18,0.0,0.0,0.0,,66.0,52.0,,1952,5,18,05-18,1952-05
6713,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-19,0.0,0.0,0.0,,67.0,51.0,,1952,5,19,05-19,1952-05
6714,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-20,0.0,0.0,0.0,,74.0,53.0,,1952,5,20,05-20,1952-05
6715,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-21,0.0,0.0,0.0,,83.0,61.0,,1952,5,21,05-21,1952-05
6716,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-22,0.63,0.0,0.0,,82.0,60.0,,1952,5,22,05-22,1952-05
6717,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-23,0.0,0.0,0.0,,78.0,60.0,,1952,5,23,05-23,1952-05
6718,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-24,0.16,0.0,0.0,,71.0,60.0,,1952,5,24,05-24,1952-05
6719,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-25,0.0,0.0,0.0,,82.0,56.0,,1952,5,25,05-25,1952-05
6720,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-26,0.0,0.0,0.0,,86.0,57.0,,1952,5,26,05-26,1952-05
6721,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-27,0.33,0.0,0.0,,73.0,56.0,,1952,5,27,05-27,1952-05
6722,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-28,0.0,0.0,0.0,,71.0,51.0,,1952,5,28,05-28,1952-05
6723,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-29,0.0,0.0,0.0,,76.0,50.0,,1952,5,29,05-29,1952-05
6724,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-30,0.0,0.0,0.0,,82.0,58.0,,1952,5,30,05-30,1952-05
6725,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-05-31,0.81,0.0,0.0,,75.0,60.0,,1952,5,31,05-31,1952-05
6726,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-01,0.0,0.0,0.0,,77.0,55.0,,1952,6,1,06-01,1952-06
6727,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-02,0.0,0.0,0.0,,92.0,68.0,,1952,6,2,06-02,1952-06
6728,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-03,0.0,0.0,0.0,,86.0,71.0,,1952,6,3,06-03,1952-06
6729,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-04,0.0,0.0,0.0,,92.0,69.0,,1952,6,4,06-04,1952-06
6730,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-05,0.0,0.0,0.0,,89.0,67.0,,1952,6,5,06-05,1952-06
6731,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-06,0.0,0.0,0.0,,92.0,68.0,,1952,6,6,06-06,1952-06
6732,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-07,0.0,0.0,0.0,,92.0,74.0,,1952,6,7,06-07,1952-06
6733,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-08,0.12,0.0,0.0,,93.0,73.0,,1952,6,8,06-08,1952-06
6734,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-09,0.0,0.0,0.0,,94.0,68.0,,1952,6,9,06-09,1952-06
6735,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-10,0.0,0.0,0.0,,99.0,78.0,,1952,6,10,06-10,1952-06
6736,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-11,0.0,0.0,0.0,,96.0,76.0,,1952,6,11,06-11,1952-06
6737,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-12,0.0,0.0,0.0,,98.0,78.0,,1952,6,12,06-12,1952-06
6738,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-13,0.0,0.0,0.0,,98.0,78.0,,1952,6,13,06-13,1952-06
6739,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-14,0.03,0.0,0.0,,93.0,77.0,,1952,6,14,06-14,1952-06
6740,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-15,0.0,0.0,0.0,,100.0,76.0,,1952,6,15,06-15,1952-06
6741,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-16,0.0,0.0,0.0,,93.0,71.0,,1952,6,16,06-16,1952-06
6742,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-17,0.0,0.0,0.0,,92.0,64.0,,1952,6,17,06-17,1952-06
6743,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-18,0.05,0.0,0.0,,93.0,69.0,,1952,6,18,06-18,1952-06
6744,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-19,0.01,0.0,0.0,,86.0,68.0,,1952,6,19,06-19,1952-06
6745,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-20,0.0,0.0,0.0,,100.0,76.0,,1952,6,20,06-20,1952-06
6746,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-21,3.39,0.0,0.0,,88.0,62.0,,1952,6,21,06-21,1952-06
6747,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-22,0.06,0.0,0.0,,87.0,69.0,,1952,6,22,06-22,1952-06
6748,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-23,0.0,0.0,0.0,,97.0,80.0,,1952,6,23,06-23,1952-06
6749,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-24,0.0,0.0,0.0,,99.0,82.0,,1952,6,24,06-24,1952-06
6750,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-25,0.0,0.0,0.0,,97.0,81.0,,1952,6,25,06-25,1952-06
6751,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-26,0.0,0.0,0.0,,99.0,79.0,,1952,6,26,06-26,1952-06
6752,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-27,0.0,0.0,0.0,,101.0,79.0,,1952,6,27,06-27,1952-06
6753,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-28,0.0,0.0,0.0,,102.0,80.0,,1952,6,28,06-28,1952-06
6754,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-29,0.0,0.0,0.0,,102.0,82.0,,1952,6,29,06-29,1952-06
6755,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-06-30,0.0,0.0,0.0,,97.0,77.0,,1952,6,30,06-30,1952-06
6756,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-07-01,0.0,0.0,0.0,,97.0,74.0,,1952,7,1,07-01,1952-07
6757,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-07-02,1.7,0.0,0.0,,92.0,65.0,,1952,7,2,07-02,1952-07
6758,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-07-03,0.0,0.0,0.0,,85.0,70.0,,1952,7,3,07-03,1952-07
6759,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-07-04,0.0,0.0,0.0,,86.0,64.0,,1952,7,4,07-04,1952-07
6760,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-07-05,0.0,0.0,0.0,,92.0,72.0,,1952,7,5,07-05,1952-07
6761,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-07-06,0.0,0.0,0.0,,99.0,77.0,,1952,7,6,07-06,1952-07
6762,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-07-07,0.77,0.0,0.0,,88.0,57.0,,1952,7,7,07-07,1952-07
6763,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-07-08,0.0,0.0,0.0,,78.0,59.0,,1952,7,8,07-08,1952-07
6764,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-07-09,0.0,0.0,0.0,,86.0,60.0,,1952,7,9,07-09,1952-07
6765,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-07-10,0.0,0.0,0.0,,93.0,69.0,,1952,7,10,07-10,1952-07
6766,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-07-11,0.0,0.0,0.0,,95.0,72.0,,1952,7,11,07-11,1952-07
6767,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1952-07-12,0.0,0.0,0.0,,95.0,75.0,,1952,7,12,07-12,1952-07
